Mean,Std
-87.29579,0.6160007
-87.28785,0.60826254
-87.2759,0.6136589
-87.29923,0.6095019
-87.34978,0.58173627
-87.370384,0.61079454
-87.355156,0.6029374
-87.336205,0.61414754
-87.317215,0.61865336
-87.3064,0.6051402
-87.34654,0.6113759
-87.36997,0.60292464
-87.369484,0.5919572
-87.37596,0.5920028
-87.36498,0.60980403
-87.39347,0.594764
-87.41436,0.5999248
-87.40627,0.5898681
-87.407455,0.5964513
-87.41083,0.612868
-87.41595,0.6067004
-87.40206,0.59711415
-87.41495,0.60291606
-87.43087,0.58657616
-87.4382,0.5872256
-87.464516,0.58698463
-87.46436,0.58752793
-87.44764,0.59663993
-87.42757,0.5915581
-87.439064,0.5868842
-87.45965,0.5757735
-87.47253,0.5625444
-87.50476,0.5632192
-87.50996,0.570848
-87.47451,0.5917157
-87.463394,0.58875465
-87.48558,0.5832163
-87.5161,0.5863923
-87.51848,0.5719735
-87.50477,0.54844826
-87.51956,0.5432331
-87.51211,0.54680467
-87.520386,0.5401019
-87.52508,0.54513973
-87.52366,0.543852
-87.53839,0.541385
-87.521355,0.5449594
-87.485504,0.56000626
-87.489044,0.55366004
-87.50077,0.5694143
-87.53681,0.56731504
-87.52558,0.5495731
-87.53172,0.5369368
-87.529526,0.53000045
-87.5092,0.54878896
-87.52587,0.55909765
-87.53548,0.5569584
-87.539444,0.5666694
-87.56289,0.5579877
-87.56103,0.54078025
-87.54326,0.5124
-87.50787,0.519102
-87.53827,0.5184232
-87.56265,0.5076885
-87.558105,0.5051571
-87.55796,0.5177788
-87.56173,0.5171212
-87.537674,0.53555775
-87.5363,0.5430379
-87.558075,0.531455
-87.57761,0.5388308
-87.58723,0.5274086
-87.57274,0.50205946
-87.54073,0.49507996
-87.53735,0.5104984
-87.55136,0.53336966
-87.55694,0.52227676
-87.5505,0.5112206
-87.5763,0.53072226
-87.57208,0.5180511
-87.55357,0.49124223
-87.552734,0.46451682
-87.54089,0.47263184
-87.54066,0.48951524
-87.57424,0.5036546
-87.58418,0.51250404
-87.5602,0.4800629
-87.53557,0.47453016
-87.535126,0.47436994
-87.54589,0.48096904
-87.56547,0.4898926
-87.55996,0.47340286
-87.535774,0.47113585
-87.51317,0.47148266
-87.50768,0.47225666
-87.53312,0.48577625
-87.54191,0.48635215
-87.57826,0.46683818
-87.569855,0.4791695
-87.53761,0.48822984
-87.51791,0.48485646
-87.51729,0.46839932
-87.526115,0.45357814
-87.52303,0.4381568
-87.523865,0.45013016
-87.50426,0.44780466
-87.48714,0.44833753
-87.485916,0.45050797
-87.50083,0.43379706
-87.52004,0.4588581
-87.54277,0.46827504
-87.524,0.4596223
-87.496254,0.451912
-87.46728,0.4406355
-87.46223,0.44717976
-87.483894,0.44728833
-87.51466,0.4565105
-87.5123,0.45110428
-87.49618,0.45111558
-87.47785,0.4297407
-87.45793,0.43645224
-87.45799,0.43631434
-87.466736,0.41986358
-87.45377,0.4014294
-87.42204,0.41127124
-87.40917,0.42495194
-87.37818,0.44850278
-87.4041,0.45026165
-87.44966,0.41759315
-87.46463,0.42083213
-87.48037,0.4108889
-87.45787,0.4140993
-87.41322,0.41700998
-87.3993,0.42131096
-87.403435,0.42090735
-87.405876,0.41343248
-87.40721,0.4104505
-87.41252,0.40903193
-87.4063,0.39859393
-87.36518,0.3926998
-87.357155,0.398943
-87.360695,0.38214195
-87.38768,0.3873761
-87.40433,0.3830795
-87.39194,0.39953318
-87.35485,0.37468112
-87.348274,0.3978033
-87.34424,0.42181015
-87.35613,0.40903035
-87.36377,0.39475235
-87.36485,0.38602632
-87.33795,0.4022525
-87.335724,0.3893104
-87.29391,0.37463936
-87.32912,0.38790274
-87.334564,0.3818102
-87.33725,0.37348235
-87.32623,0.36383247
-87.29918,0.3541528
-87.27381,0.3633229
-87.26967,0.37373295
-87.29687,0.3696367
-87.317825,0.3867159
-87.28722,0.3710763
-87.23097,0.3538384
-87.23941,0.36324158
-87.26178,0.3749271
-87.259285,0.3578141
-87.26842,0.36152762
-87.26374,0.3674709
-87.24398,0.36922696
-87.21209,0.35777524
-87.185616,0.36176577
-87.18704,0.361792
-87.19879,0.36538413
-87.22464,0.35658824
-87.21267,0.3559176
-87.17614,0.35776025
-87.145226,0.3449862
-87.141754,0.3526761
-87.15693,0.34259236
-87.17713,0.34346834
-87.182274,0.34365633
-87.1803,0.3537983
-87.154915,0.3395867
-87.12948,0.35619316
-87.12136,0.3433192
-87.14993,0.3273493
-87.15421,0.34564966
-87.15144,0.33871865
-87.140434,0.3345347
-87.092476,0.32839596
-87.05175,0.3321239
-87.05838,0.3422226
-87.085945,0.33957845
-87.09494,0.34324235
-87.104,0.34199885
-87.07453,0.3336701
-87.038994,0.32543463
-87.02444,0.32344678
-87.040215,0.32786065
-87.04842,0.34201744
-87.06272,0.34858227
-87.064964,0.32713667
-87.03429,0.31888092
-87.02154,0.31298196
-86.99151,0.3292004
-86.99421,0.32610962
-87.02177,0.32848135
-87.01964,0.32748166
-87.00457,0.33471164
-86.9763,0.3311953
-86.945984,0.31092227
-86.96237,0.31667313
-86.97106,0.32988185
-86.98591,0.32825974
-86.97444,0.32369077
-86.96478,0.31320274
-86.91197,0.30229107
-86.90904,0.30047706
-86.91425,0.29322064
-86.92027,0.29040325
-86.92137,0.31571963
-86.92434,0.31723642
-86.897705,0.31025866
-86.867805,0.30824336
-86.87365,0.31455353
-86.88165,0.31231984
-86.89896,0.29372013
-86.88858,0.27825287
-86.85982,0.30208
-86.85293,0.3124418
-86.83859,0.30373716
-86.84041,0.31072333
-86.85528,0.30557808
-86.882805,0.30481437
-86.84593,0.2880383
-86.819885,0.27722928
-86.7993,0.2900654
-86.80811,0.31832847
-86.8263,0.3106581
-86.81884,0.30358544
-86.82288,0.31142077
-86.77205,0.33055693
-86.70994,0.3462182
-86.75628,0.29615584
-86.77273,0.28854254
-86.767685,0.305631
-86.76823,0.30022764
-86.77136,0.3036418
-86.75035,0.30154157
-86.75091,0.304976
-86.74664,0.27718896
-86.76811,0.297953
-86.752846,0.31083044
-86.74231,0.31759182
-86.73278,0.2862727
-86.713585,0.28600577
-86.68892,0.2880923
-86.69157,0.2937996
-86.71275,0.2860502
-86.71265,0.30032423
-86.70704,0.28963387
-86.67506,0.28697813
-86.63766,0.2793226
-86.635345,0.28002238
-86.66019,0.29671463
-86.67761,0.29303908
-86.68129,0.28821135
-86.67574,0.2768165
-86.641014,0.29484898
-86.61247,0.31440097
-86.61657,0.29348716
-86.630005,0.27312934
-86.628685,0.27991304
-86.62938,0.28912574
-86.61417,0.2848499
-86.58716,0.29471904
-86.59115,0.2809011
-86.602936,0.27195
-86.60274,0.25260344
-86.60245,0.2733729
-86.59142,0.29576877
-86.55773,0.28665385
-86.55771,0.27143347
-86.56573,0.27736348
-86.571724,0.27941206
-86.57914,0.27499017
-86.57488,0.27710992
-86.55876,0.28031892
-86.528786,0.29967692
-86.51271,0.29568282
-86.524376,0.27791104
-86.53717,0.26431352
-86.546265,0.26339188
-86.50298,0.27972373
-86.48597,0.27568346
-86.47823,0.27527687
-86.46205,0.2817432
-86.470436,0.2528586
-86.52333,0.26292032
-86.52282,0.29570392
-86.4936,0.2812656
-86.454475,0.27845752
-86.432945,0.24672428
-86.44689,0.26646742
-86.477844,0.28327826
-86.48142,0.280515
-86.45653,0.26947433
-86.45037,0.28542092
-86.44676,0.27019635
-86.439384,0.2613716
-86.43761,0.2801907
-86.45504,0.27772084
-86.46291,0.25686046
-86.44899,0.24486674
-86.41151,0.2747074
-86.39072,0.28320417
-86.40067,0.27555194
-86.40267,0.27132383
-86.438484,0.24841414
-86.402626,0.26526096
-86.33162,0.27633974
-86.34888,0.28717047
-86.381744,0.28358522
-86.391464,0.2705596
-86.40456,0.27409536
-86.39963,0.2646889
-86.36187,0.28010505
-86.35736,0.29129618
-86.34439,0.28692085
-86.35691,0.26372206
-86.37147,0.2751102
-86.36925,0.26949403
-86.38354,0.25778332
-86.36091,0.24666609
-86.330185,0.2742424
-86.30699,0.2701741
-86.3159,0.27255017
-86.341774,0.28162852
-86.34959,0.27926502
-86.33254,0.27373642
-86.30822,0.26200646
-86.28073,0.2652513
-86.292305,0.28446954
-86.304375,0.27880833
-86.30603,0.27485994
-86.30761,0.2628038
-86.29645,0.25625473
-86.297386,0.25478178
-86.28289,0.28717443
-86.284096,0.27908486
-86.28989,0.26910397
-86.30097,0.26450723
-86.29274,0.24625818
-86.25741,0.24186444
-86.24533,0.24866104
-86.22718,0.25834027
-86.260895,0.26220375
-86.27885,0.2636391
-86.27518,0.2497821
-86.23837,0.2829966
-86.1857,0.31422046
-86.20706,0.27227554
-86.22932,0.27308583
-86.246925,0.26959336
-86.25204,0.27341828
-86.253555,0.27065262
-86.2481,0.2716961
-86.202866,0.27859962
-86.172165,0.26075777
-86.1845,0.26187524
-86.208115,0.24715497
-86.25096,0.27584594
-86.23893,0.27827147
-86.20861,0.27255246
-86.18964,0.28408965
-86.18084,0.28274372
-86.18013,0.27891967
-86.214424,0.25581008
-86.23111,0.26963225
-86.2174,0.26086608
-86.17859,0.25608373
-86.16834,0.27449742
-86.18258,0.2660192
-86.18494,0.26021406
-86.20204,0.27406338
-86.20533,0.2615065
-86.17104,0.24743982
-86.14798,0.26590765
-86.16602,0.2692788
-86.18088,0.27361247
-86.19724,0.2521819
-86.20009,0.2630892
-86.17768,0.26231012
-86.134995,0.25461623
-86.129845,0.2888891
-86.16751,0.30357003
-86.18019,0.28299993
-86.18349,0.28945813
-86.16327,0.26717234
-86.15722,0.25723913
-86.12469,0.2611944
-86.0888,0.28628016
-86.10716,0.2807014
-86.142494,0.27173766
-86.14183,0.2805543
-86.13728,0.27501455
-86.132645,0.26528004
-86.104645,0.27391523
-86.11247,0.29009002
-86.13112,0.28285468
-86.14796,0.28859267
-86.156975,0.2974678
-86.13215,0.28457415
-86.10218,0.2734928
-86.09442,0.25915697
-86.12477,0.264385
-86.14366,0.28036386
-86.14636,0.26765943
-86.11415,0.26540416
-86.10892,0.27152175
-86.104805,0.2748292
-86.0888,0.28135666
-86.11754,0.2794853
-86.11523,0.3032126
-86.109985,0.28744826
-86.06911,0.26241562
-86.088875,0.25621715
-86.104126,0.25786704
-86.10739,0.27942985
-86.11838,0.28494194
-86.103096,0.27489066
-86.09475,0.2782866
-86.07631,0.27164045
-86.07857,0.26828304
-86.07885,0.28777844
-86.07357,0.28923622
-86.077675,0.2737955
-86.08016,0.2726834
-86.08814,0.27563944
-86.046394,0.2899392
-86.051544,0.27560565
-86.06374,0.27242348
-86.107124,0.26268685
-86.10886,0.26998317
-86.089584,0.28979746
-86.07476,0.2642862
-86.05587,0.26222184
-86.05184,0.27231374
-86.076866,0.29261267
-86.08073,0.27811995
-86.067474,0.2821691
-86.06145,0.2618016
-86.05088,0.27280703
-86.06079,0.27247494
-86.063385,0.2901773
-86.08306,0.28787765
-86.07258,0.2869269
-86.07631,0.27179956
-86.065994,0.28160435
-86.057526,0.281469
-86.052666,0.26723993
-86.055145,0.27237493
-86.074646,0.26847592
-86.07374,0.27200326
-86.060524,0.28998414
-86.06429,0.28819942
-86.06237,0.27728483
-86.06105,0.25088388
-86.06878,0.27648464
-86.08043,0.28490257
-86.053795,0.2992331
-86.051605,0.28691846
-86.05503,0.29727086
-86.06137,0.30551046
-86.05904,0.2904555
-86.07751,0.29132137
-86.07812,0.28490207
-86.06739,0.2784675
-86.0255,0.29737383
-85.995514,0.2985006
-86.026344,0.28681326
-86.06219,0.29261845
-86.05474,0.27678147
-86.04776,0.28747183
-86.03843,0.28328162
-86.0105,0.26764715
-86.030685,0.29764226
-86.05106,0.2861461
-86.044304,0.26357913
-86.03636,0.27754867
-86.02554,0.30113235
-86.03609,0.2873482
-86.030685,0.2816733
-86.033424,0.28679663
-86.0406,0.3091155
-86.03537,0.299626
-86.033066,0.29013303
-86.00441,0.28229937
-85.99377,0.28011963
-86.00947,0.303038
-86.03391,0.2893479
-86.04421,0.2956805
-86.052315,0.29813206
-86.02783,0.29693547
-86.020805,0.30520278
-86.021324,0.3186954
-86.0286,0.2998393
-86.03662,0.28833628
-86.05626,0.27809054
-86.05126,0.2974174
-86.03748,0.3372401
-86.02103,0.32760134
-86.003525,0.3075273
-86.02292,0.31159893
-86.04025,0.3017159
-86.058266,0.30189985
-86.046814,0.30370376
-86.027534,0.31022945
-86.01547,0.31477138
-85.999146,0.32697573
-86.0027,0.31314972
-86.01206,0.2849002
-86.010666,0.2987764
-85.99386,0.28935885
-85.99218,0.30336583
-85.9901,0.32020873
-86.00624,0.31924573
-86.0339,0.3063077
-86.0478,0.2916515
-86.03572,0.28862295
-86.03672,0.3080963
-86.028366,0.316745
-86.03135,0.3068469
-86.01975,0.3149843
-86.04754,0.32387596
-86.03449,0.31412295
-86.01595,0.30798236
-86.02184,0.31874666
-86.01079,0.33501166
-86.00378,0.33310774
-86.00743,0.33578178
-86.00813,0.31201315
-86.03321,0.30207518
-86.01914,0.30129105
-85.99407,0.30553725
-85.9927,0.3087235
-86.022095,0.30901638
-86.03663,0.29634428
-86.051834,0.2955864
-86.02372,0.29906416
-86.00356,0.2964713
-85.99015,0.30274823
-85.996895,0.3288163
-86.01041,0.3354221
-86.005196,0.2900907
-85.99585,0.28644612
-85.98807,0.299088
-85.98614,0.29423746
-85.98851,0.29891413
-85.98651,0.29290822
-86.021706,0.2939131
-86.013664,0.30572367
-86.0153,0.3084238
-86.011635,0.29637367
-85.99178,0.33318934
-85.983406,0.34595755
-85.993,0.32640025
-86.00055,0.32439572
-86.02285,0.30919337
-86.0154,0.32502016
-86.008385,0.3341565
-85.99799,0.30673906
-85.99696,0.3284496
-85.99619,0.31948185
-86.00477,0.3037148
-86.0107,0.31331614
-86.00582,0.30333212
-85.99059,0.31135327
-85.97587,0.3153416
-85.96987,0.30853477
-85.989655,0.30063137
-86.01204,0.28757566
-86.01764,0.30098778
-85.99609,0.30544975
-85.96888,0.31897086
-85.97166,0.34581602
-85.97032,0.3369142
-85.98622,0.3326413
-85.99936,0.33319697
-85.984436,0.32117707
-85.98255,0.3323845
-85.963104,0.34284517
-85.97512,0.339684
-85.97514,0.34442416
-86.00042,0.34166571
-86.00833,0.3263236
-85.99511,0.32373366
-85.96542,0.3139571
-85.96083,0.32335016
-85.998215,0.3239453
-86.00724,0.33675227
-85.992096,0.36159998
-85.98019,0.32094148
-85.976814,0.30891353
-85.979485,0.3125063
-85.96778,0.33725047
-85.95366,0.32041156
-85.97176,0.32033247
-85.98081,0.3167396
-85.96712,0.32211882
-85.96487,0.33133665
-85.96205,0.32295233
-85.959435,0.31399393
-85.97793,0.33759418
-85.977005,0.33768287
-85.95748,0.3419841
-85.9577,0.3362449
-85.96042,0.33064243
-85.969124,0.321659
-85.97415,0.32927623
-85.953415,0.32328495
-85.957954,0.31866473
-85.971825,0.32498834
-85.96033,0.33541375
-85.94561,0.31961182
-85.95486,0.3190366
-85.95121,0.34009227
-85.951485,0.34970596
-85.93628,0.3344997
-85.95399,0.3346505
-85.93538,0.31036815
-85.9442,0.31599775
-85.95971,0.34318146
-85.98217,0.33427173
-85.96211,0.33294293
-85.92837,0.33965236
-85.9303,0.35021585
-85.9474,0.35282382
-85.94221,0.33419603
-85.9439,0.344287
-85.94381,0.38135263
-85.92742,0.36147428
-85.92992,0.34340212
-85.92701,0.33868557
-85.941666,0.3465351
-85.959145,0.34971285
-85.96051,0.3781018
-85.9439,0.35861215
-85.92771,0.33436626
-85.94873,0.34170088
-85.95399,0.33266133
-85.94541,0.32753998
-85.95719,0.3356391
-85.941055,0.33859053
-85.93319,0.3631015
-85.917206,0.35643947
-85.9182,0.36183894
-85.92687,0.3336691
-85.93205,0.36632138
-85.92255,0.3816469
-85.92037,0.378389
-85.926445,0.3611801
-85.914276,0.36404264
-85.910805,0.38762432
-85.91849,0.380619
-85.93932,0.3831047
-85.94838,0.36814559
-85.93615,0.3529365
-85.91305,0.36262715
-85.89552,0.38683093
-85.89324,0.383352
-85.9118,0.38052592
-85.91314,0.363316
-85.896545,0.3346551
-85.908134,0.3309675
-85.90591,0.35293183
-85.90858,0.36918727
-85.899216,0.39315474
-85.88121,0.389732
-85.88697,0.3763039
-85.898705,0.36530194
-85.9074,0.37328005
-85.89111,0.37875402
-85.88121,0.3751856
-85.892334,0.35526922
-85.90472,0.36816728
-85.89735,0.36078024
-85.89103,0.3442156
-85.88849,0.3369398
-85.89776,0.35400352
-85.88272,0.3801952
-85.895935,0.37387612
-85.89011,0.3568154
-85.86745,0.3639418
-85.866714,0.37861946
-85.8717,0.36480808
-85.87042,0.3586576
-85.87638,0.37873757
-85.88466,0.3729002
-85.86852,0.35590866
-85.866936,0.3672949
-85.86212,0.40737423
-85.87187,0.40701753
-85.87376,0.3783747
-85.8822,0.37142098
-85.869225,0.3598952
-85.89311,0.36245665
-85.888824,0.3599076
-85.85954,0.38070273
-85.86153,0.34619543
-85.85979,0.367296
-85.86392,0.38808054
-85.867035,0.36875275
-85.846535,0.3878357
-85.82768,0.3961918
-85.8562,0.38403627
-85.86706,0.37644798
-85.860634,0.37040183
-85.876305,0.3665988
-85.85547,0.35610422
-85.865295,0.3744641
-85.854294,0.38188162
-85.84871,0.36471725
-85.84986,0.38396522
-85.84179,0.3972414
-85.84499,0.39245468
-85.833496,0.39803392
-85.84878,0.369526
-85.84057,0.39759418
-85.814384,0.44495377
-85.84413,0.43986368
-85.864235,0.39441225
-85.87158,0.36903676
-85.8373,0.35826933
-85.83225,0.36833563
-85.834854,0.380252
-85.828735,0.40769044
-85.815,0.4169045
-85.83484,0.40791392
-85.84554,0.4030716
-85.85226,0.4136802
-85.829544,0.41581097
-85.817314,0.42612892
-85.82662,0.45131975
-85.83772,0.4201669
-85.82917,0.41580147
-85.83594,0.38322714
-85.82088,0.3912251
-85.82018,0.4078989
-85.796486,0.41377848
-85.803696,0.41647443
-85.81052,0.4046193
-85.812874,0.4360456
-85.821335,0.4070326
-85.80777,0.36373982
-85.803,0.39759386
-85.816154,0.42714736
-85.80458,0.42255956
-85.799446,0.42429313
-85.804596,0.44429806
-85.796684,0.42051193
-85.78585,0.41883954
-85.78113,0.42998
-85.802284,0.42089516
-85.80981,0.37038425
-85.8052,0.38476142
-85.78802,0.41864404
-85.77997,0.39616278
-85.79201,0.39156735
-85.78102,0.4339422
-85.79448,0.43532756
-85.79107,0.41184962
-85.802155,0.41397113
-85.81888,0.3901588
-85.78347,0.40134096
-85.78732,0.38775995
-85.77158,0.42193934
-85.77751,0.47675514
-85.79101,0.4724303
-85.77254,0.45952916
-85.75458,0.45655525
-85.74968,0.42192
-85.76429,0.4049691
-85.79192,0.4114966
-85.80065,0.39749977
-85.79621,0.3978711
-85.78739,0.40652505
-85.76799,0.40764773
-85.779106,0.41730577
-85.78759,0.4124118
-85.78666,0.3970903
-85.789474,0.42153662
-85.7745,0.46041512
-85.76182,0.46341297
-85.770195,0.4621767
-85.746,0.46052
-85.74968,0.41493064
-85.77815,0.40702853
-85.791306,0.40899694
-85.78406,0.41470546
-85.78566,0.42689407
-85.766136,0.44536942
-85.78278,0.44736433
-85.77578,0.41420087
-85.779945,0.4270937
-85.77469,0.42927194
-85.77824,0.4286145
-85.76432,0.4409724
-85.77846,0.43649182
-85.78018,0.44874796
-85.76553,0.44422752
-85.77924,0.43027586
-85.779915,0.44998044
-85.76396,0.435295
-85.77104,0.42233226
-85.78057,0.42963377
-85.77226,0.44002542
-85.78518,0.47674146
-85.78032,0.4604628
-85.76383,0.4263127
-85.769844,0.4419923
-85.76952,0.47913396
-85.74498,0.51286983
-85.73997,0.4902391
-85.753204,0.44504014
-85.75894,0.4409154
-85.772766,0.4556269
-85.76798,0.47120488
-85.76209,0.47239947
-85.752815,0.45787877
-85.76012,0.47237098
-85.75721,0.47919565
-85.76592,0.5077383
-85.77554,0.48617086
-85.76649,0.43732232
-85.78343,0.41938055
-85.770134,0.43625608
-85.778015,0.45409045
-85.753296,0.48558703
-85.760284,0.49585575
-85.761696,0.48443618
-85.75364,0.46881083
-85.779144,0.45397937
-85.795105,0.4536024
-85.77923,0.5151118
-85.751045,0.601522
-85.764114,0.5193365
-85.74428,0.48527288
-85.75711,0.50052375
-85.765945,0.4973288
-85.76928,0.49082944
-85.75868,0.45817485
-85.758026,0.47449547
-85.770615,0.48986915
-85.747314,0.44637656
-85.75241,0.4741326
-85.76921,0.51881003
-85.76336,0.52159727
-85.75263,0.48420674
-85.75352,0.46870503
-85.74539,0.47088543
-85.740875,0.5177805
-85.74565,0.5089001
-85.7363,0.4923021
-85.75076,0.45682916
-85.77052,0.4593927
-85.76735,0.46914402
-85.75135,0.47485295
-85.75387,0.51754403
-85.77615,0.5252021
-85.769714,0.5121788
-85.75401,0.50967884
-85.73898,0.51476485
-85.73903,0.51741576
-85.74084,0.5509761
-85.7564,0.51341534
-85.752045,0.54711866
-85.75006,0.5505027
-85.75622,0.50417715
-85.75154,0.48376638
-85.74897,0.50751615
-85.758606,0.50727916
-85.74719,0.539185
-85.76428,0.5169403
-85.775925,0.4780976
-85.777954,0.4672553
-85.7778,0.47899118
-85.770195,0.49516624
-85.76097,0.4964588
-85.77769,0.5048061
-85.78345,0.5147922
-85.78429,0.5034446
-85.76896,0.5440053
-85.78203,0.5419009
-85.76898,0.5138766
-85.77751,0.5100061
-85.76594,0.51328444
-85.78493,0.51362145
-85.78186,0.5143071
-85.78681,0.52870184
-85.790115,0.52944034
-85.805145,0.50478274
-85.80103,0.5041125
-85.76744,0.53993505
-85.758194,0.5794636
-85.766945,0.55854964
-85.76862,0.51503146
-85.77786,0.50036055
-85.760185,0.504879
-85.79274,0.5170335
-85.77494,0.5266408
-85.75221,0.5775005
-85.75332,0.5674242
-85.768196,0.54716176
-85.77756,0.5369672
-85.7717,0.5770877
-85.78134,0.59700227
-85.782425,0.5975488
-85.764084,0.5943433
-85.748474,0.5990184
-85.74333,0.5913922
-85.77402,0.5401329
-85.8156,0.509042
-85.79831,0.51637936
-85.780556,0.5159203
-85.78779,0.53089005
-85.790764,0.5565044
-85.7871,0.59336156
-85.75385,0.5827102
-85.77525,0.5594762
-85.79171,0.5127987
-85.79757,0.51997614
-85.79959,0.55888504
-85.791824,0.54711604
-85.79312,0.51877403
-85.80827,0.54095274
-85.79928,0.59285444
-85.79041,0.5941769
-85.78662,0.54655117
-85.780205,0.5772345
-85.79271,0.60674125
-85.79575,0.56777555
-85.78765,0.53638756
-85.79028,0.56771874
-85.77528,0.565293
-85.778114,0.5422233
-85.809235,0.53858733
-85.80639,0.53717065
-85.78286,0.55449957
-85.78489,0.5865478
-85.7905,0.585445
-85.80013,0.56563973
-85.77638,0.56667924
-85.7814,0.5635862
-85.805916,0.54886496
-85.827194,0.5670095
-85.81378,0.619141
-85.8141,0.5901018
-85.81193,0.5626356
-85.79614,0.5506096
-85.80356,0.5591242
-85.82005,0.58829254
-85.80693,0.56100607
-85.815094,0.597718
-85.802986,0.64234304
-85.80676,0.58019555
-85.8167,0.57725567
-85.81739,0.610768
-85.80398,0.6170763
-85.82494,0.57695144
-85.81134,0.58413714
-85.80525,0.5741029
-85.80364,0.5954178
-85.81958,0.5984093
-85.8279,0.5957187
-85.79559,0.5992904
-85.783424,0.63844544
-85.80032,0.63979805
-85.81897,0.6076458
-85.82471,0.5929063
-85.813805,0.5593595
-85.81057,0.58225435
-85.8107,0.6345936
-85.79121,0.61981124
-85.784256,0.60247827
-85.81888,0.5807851
-85.81689,0.6068115
-85.802925,0.6253721
-85.82029,0.6314037
-85.81878,0.59567297
-85.82634,0.5699914
-85.80315,0.58665437
-85.785515,0.59676665
-85.7856,0.61731106
-85.80369,0.6654588
-85.81856,0.61298543
-85.789566,0.60839975
-85.7871,0.63995403
-85.811325,0.6174564
-85.83824,0.6000173
-85.84164,0.6276481
-85.82581,0.6738634
-85.81272,0.6489055
-85.81391,0.59197754
-85.83222,0.59835523
