Mean,Std
-85.82565,0.5931698
-85.83472,0.59679514
-85.83225,0.6152402
-85.834145,0.5981807
-85.840096,0.603427
-85.82296,0.65248656
-85.80556,0.6692286
-85.80996,0.6073601
-85.80542,0.6014027
-85.81502,0.5913502
-85.82605,0.5888716
-85.826256,0.62006706
-85.826866,0.6163114
-85.85056,0.60360456
-85.82823,0.6077482
-85.81806,0.6236911
-85.8261,0.63296545
-85.81432,0.6166822
-85.81534,0.6426793
-85.845764,0.6884371
-85.82377,0.72411
-85.80873,0.74402016
-85.80817,0.68823457
-85.83671,0.63242495
-85.836876,0.6346955
-85.831924,0.63930196
-85.83173,0.6525377
-85.83204,0.6398669
-85.82019,0.64408547
-85.818924,0.6560092
-85.814705,0.6576288
-85.821686,0.6582539
-85.80646,0.6540041
-85.81644,0.6622718
-85.8572,0.6322098
-85.85607,0.64717615
-85.83087,0.6585855
-85.82669,0.6190718
-85.82416,0.63255167
-85.83763,0.642669
-85.82847,0.6301351
-85.83262,0.63619375
-85.846924,0.61627734
-85.838264,0.62908375
-85.831924,0.65262496
-85.82488,0.6346227
-85.81033,0.6323758
-85.842384,0.6551348
-85.82387,0.6564137
-85.83408,0.6858807
-85.825554,0.68924433
-85.83651,0.69055355
-85.83024,0.6726449
-85.842285,0.6396676
-85.84464,0.6799647
-85.83481,0.73684555
-85.84465,0.71614724
-85.82137,0.73973626
-85.80599,0.6784728
-85.81955,0.6499696
-85.800804,0.7286874
-85.795334,0.80462515
-85.821815,0.71824175
-85.83204,0.6541974
-85.8215,0.671117
-85.83675,0.68156314
-85.85076,0.66192436
-85.84267,0.67314136
-85.822685,0.72031975
-85.81241,0.7377233
-85.81542,0.75693417
-85.805046,0.742653
-85.79777,0.7565566
-85.79946,0.70657104
-85.810234,0.6908746
-85.826004,0.66100657
-85.82879,0.6947036
-85.832596,0.7257997
-85.814575,0.6994497
-85.82299,0.662173
-85.814926,0.7114308
-85.79838,0.78436375
-85.8049,0.71661526
-85.845314,0.6545135
-85.83905,0.6434391
-85.82838,0.665545
-85.821976,0.6948343
-85.81126,0.80209607
-85.81536,0.80944496
-85.83146,0.7125488
-85.83663,0.6761333
-85.81894,0.6424474
-85.80178,0.6566228
-85.821465,0.65869534
-85.80652,0.67945015
-85.805275,0.6979491
-85.81118,0.7087642
-85.80601,0.65574014
-85.80843,0.6606168
-85.80769,0.6985321
-85.83626,0.6604256
-85.83625,0.6560003
-85.791016,0.724506
-85.796524,0.7459202
-85.78022,0.77311003
-85.79597,0.730847
-85.81826,0.69411796
-85.8172,0.7146341
-85.779724,0.7067696
-85.76159,0.730382
-85.778435,0.7431752
-85.795525,0.75939614
-85.822105,0.7464697
-85.8252,0.71502507
-85.8155,0.74315614
-85.80907,0.73585874
-85.81983,0.71567786
-85.826836,0.7057537
-85.828865,0.7010254
-85.80757,0.68855137
-85.81313,0.64289886
-85.801895,0.6865598
-85.78107,0.7243814
-85.77993,0.73998743
-85.79278,0.7104146
-85.77478,0.71212703
-85.777916,0.7169323
-85.778656,0.69669574
-85.76377,0.6706241
-85.77178,0.67620045
-85.76438,0.7263636
-85.786285,0.72484404
-85.79691,0.7192322
-85.76415,0.7732632
-85.770874,0.819482
-85.79492,0.73003596
-85.796326,0.6731722
-85.804886,0.6787329
-85.819954,0.7233619
-85.789635,0.7491399
-85.80414,0.69019586
-85.80666,0.66111785
-85.783714,0.68205297
-85.78598,0.7400432
-85.78494,0.73206455
-85.777725,0.7267706
-85.76871,0.7679041
-85.76161,0.77613044
-85.74827,0.8044425
-85.75626,0.7614027
-85.751526,0.7469286
-85.770035,0.7500889
-85.788635,0.7366393
-85.76348,0.74930125
-85.748726,0.81927717
-85.72843,0.88276404
-85.74635,0.807908
-85.772545,0.7324763
-85.76807,0.71351653
-85.76019,0.728411
-85.741585,0.77166486
-85.72691,0.8385197
-85.73998,0.8054634
-85.744705,0.77051854
-85.7371,0.8120467
-85.741486,0.8253589
-85.73143,0.824319
-85.729675,0.78703105
-85.74868,0.7489922
-85.76051,0.7516413
-85.755295,0.77392423
-85.74808,0.76606673
-85.728424,0.7792917
-85.70662,0.7800283
-85.71935,0.78389317
-85.70622,0.83286864
-85.69905,0.88307506
-85.71583,0.85132366
-85.719765,0.8242402
-85.73451,0.80306935
-85.711136,0.8129595
-85.68955,0.7642944
-85.68776,0.7739827
-85.70864,0.7588229
-85.72733,0.74858546
-85.733406,0.76848084
-85.72029,0.72923553
-85.701416,0.7292874
-85.68184,0.7797725
-85.696724,0.8078885
-85.70079,0.77856696
-85.701454,0.73149806
-85.68456,0.7915953
-85.67488,0.8425477
-85.65923,0.8476746
-85.67607,0.77857774
-85.68131,0.7700847
-85.67768,0.79732925
-85.67325,0.7882058
-85.690575,0.7838513
-85.683266,0.7663085
-85.66425,0.769808
-85.63406,0.8092622
-85.67707,0.7760072
-85.68379,0.7692406
-85.66474,0.75252336
-85.6736,0.72840285
-85.674416,0.7363349
-85.66031,0.7450517
-85.67329,0.7719325
-85.65436,0.79567945
-85.62994,0.8292867
-85.639435,0.868889
-85.64162,0.85489035
-85.62866,0.8153215
-85.6582,0.81998646
-85.65668,0.8213874
-85.63976,0.80803615
-85.63918,0.8294936
-85.6282,0.8375102
-85.59741,0.83140266
-85.58821,0.88748443
-85.60205,0.8596272
-85.61873,0.826437
-85.5984,0.829201
-85.588295,0.8426748
-85.59503,0.8358196
-85.607666,0.81698716
-85.60515,0.83554643
-85.59819,0.8622364
-85.61204,0.8551039
-85.62247,0.8569639
-85.61062,0.81343806
-85.58402,0.7858439
-85.57486,0.8075406
-85.57213,0.8000368
-85.58369,0.8025953
-85.59253,0.82020235
-85.594475,0.830332
-85.59282,0.8075201
-85.58342,0.8317603
-85.573494,0.8157846
-85.54837,0.8077506
-85.54454,0.8114098
-85.56879,0.82486516
-85.55744,0.8480227
-85.53557,0.91415626
-85.520294,0.9634093
-85.523544,0.9494148
-85.51175,0.90819746
-85.5035,0.9279179
-85.516235,0.9165571
-85.53906,0.8846536
-85.55108,0.8363469
-85.51966,0.83949536
-85.51278,0.8880653
-85.519936,0.9045351
-85.518166,0.87396634
-85.51887,0.8487775
-85.51546,0.8581141
-85.48661,0.8843881
-85.48285,0.8462791
-85.5024,0.8328007
-85.476746,0.9016732
-85.47049,0.9179303
-85.47268,0.86339957
-85.45864,0.82326245
-85.4409,0.8913062
-85.45806,0.8876501
-85.47393,0.8524602
-85.46725,0.87392634
-85.446724,0.90474945
-85.44262,0.9014432
-85.42648,0.8870833
-85.43683,0.9042879
-85.45626,0.88654596
-85.46211,0.8924483
-85.45374,0.9213291
-85.41842,0.96163684
-85.40282,0.98406273
-85.41095,0.9641018
-85.408806,0.9163692
-85.41496,0.9253487
-85.40906,0.91346407
-85.41823,0.87315315
-85.42297,0.8949355
-85.42574,0.91994214
-85.43478,0.8988385
-85.41537,0.8945645
-85.398506,0.9047106
-85.415825,0.9127729
-85.40531,0.9584744
-85.365814,0.9867598
-85.340805,0.98603976
-85.33037,0.9995819
-85.36409,0.9884679
-85.38918,0.9294472
-85.38377,0.89829576
-85.35594,0.9533866
-85.32899,0.98992324
-85.30805,1.023123
-85.3013,1.0625181
-85.297035,1.0026647
-85.30605,0.94329745
-85.32719,0.9315549
-85.32845,0.9337423
-85.319695,0.94169295
-85.3209,0.9804728
-85.318275,0.97418845
-85.294624,1.0097115
-85.29662,1.0100445
-85.30554,0.9644286
-85.31818,0.9441674
-85.30695,0.9495413
-85.29541,0.9170666
-85.26346,0.9433418
-85.28003,0.98791
-85.27734,0.98769647
-85.27485,0.98487836
-85.27661,0.98541844
-85.29298,0.9597234
-85.30346,0.9096798
-85.3009,0.89122677
-85.296585,0.89293504
-85.28066,0.88728094
-85.27264,0.913542
-85.26572,0.89717805
-85.272865,0.9187212
-85.2652,0.98794734
-85.25288,0.9802973
-85.28188,0.909624
-85.29147,0.91068
-85.25308,0.9563735
-85.2427,0.957
-85.19946,0.98157114
-85.18421,1.0074674
-85.19785,0.9960139
-85.19791,0.9886071
-85.22049,0.9874743
-85.22228,0.97950304
-85.22019,0.9828105
-85.21218,1.008604
-85.20498,0.9843065
-85.19505,1.003769
-85.203064,1.013429
-85.20347,0.9868969
-85.20307,0.9535194
-85.211105,0.95972395
-85.19102,0.9876426
-85.20435,0.9819181
-85.19403,0.98018616
-85.17044,0.97848415
-85.19234,0.9448592
-85.19114,0.96082085
-85.17014,0.988179
-85.15776,0.98228866
-85.13764,1.0086644
-85.12138,1.0434701
-85.15101,1.0210505
-85.15936,1.0117394
-85.13973,1.0247666
-85.141014,1.0065877
-85.144585,0.9827895
-85.13848,0.97928923
-85.10314,1.0002149
-85.09904,1.009197
-85.101715,1.0082822
-85.114655,1.0393364
-85.11273,1.0652281
-85.10367,1.0532566
-85.0934,1.0318152
-85.1033,1.0612196
-85.09581,1.0707173
-85.074135,1.0645165
-85.047165,1.0732095
-85.06558,1.1183556
-85.06067,1.1106709
-85.04781,1.0857227
-85.04425,1.0377183
-85.04139,1.0107622
-85.04726,0.99565595
-85.046295,1.020125
-85.05751,1.0467778
-85.027885,1.0415403
-85.03558,1.0245314
-85.028145,1.0686349
-85.012146,1.1092858
-85.03342,1.0811398
-85.041046,1.0501336
-85.05318,1.0888401
-85.06009,1.0516367
-85.06504,1.013346
-85.03692,1.0260522
-85.01642,1.0610714
-85.02939,1.0763801
-85.0204,1.0966995
-85.02468,1.0818689
-85.027565,1.0472933
-85.02767,1.0446956
-85.00573,1.0211146
-84.99221,1.0218915
-85.0047,1.031474
-84.99229,1.0340036
-85.00403,1.0464957
-85.01128,1.0846252
-85.01944,1.0688115
-85.02177,1.0246867
-85.010666,1.0402226
-85.01177,1.0398642
-84.976715,1.025115
-84.986916,1.030141
-84.96449,1.025927
-84.94857,1.0431293
-84.95117,1.0793526
-84.967476,1.0743059
-84.95923,1.0522528
-84.96122,1.071148
-84.964714,1.0556902
-84.95284,1.0442438
-84.96119,1.03883
-84.94476,1.0884439
-84.94564,1.1582406
-84.963,1.0933487
-84.940475,1.1073076
-84.89991,1.1925309
-84.89129,1.2023396
-84.92185,1.1571174
-84.92555,1.1269631
-84.88162,1.2025964
-84.86479,1.2547286
-84.87267,1.1954404
-84.88646,1.1933216
-84.89188,1.1650679
-84.87741,1.1313322
-84.88342,1.1038696
-84.92329,1.0727507
-84.91104,1.0621997
-84.88741,1.0746455
-84.87699,1.0842757
-84.8877,1.1119739
-84.870834,1.0930419
-84.89168,1.0545533
-84.90705,1.0437858
-84.89169,1.0664663
-84.872406,1.1151528
-84.85908,1.107734
-84.872734,1.0954444
-84.88634,1.0949639
-84.872215,1.0718304
-84.86728,1.0701638
-84.84705,1.1178694
-84.82168,1.1294495
-84.82194,1.0929981
-84.827515,1.1460074
-84.81477,1.1672382
-84.83523,1.1196643
-84.82432,1.0924058
-84.841095,1.1184973
-84.829094,1.122642
-84.81009,1.1581681
-84.79315,1.1872016
-84.81439,1.1186157
-84.809814,1.1245729
-84.80661,1.1528512
-84.81264,1.126295
-84.81667,1.1566296
-84.80191,1.2009302
-84.79637,1.1748679
-84.79719,1.1747581
-84.79339,1.1804403
-84.808395,1.1431496
-84.81169,1.1119416
-84.814095,1.1053618
-84.78518,1.1368046
-84.77552,1.1255096
-84.74485,1.1429297
-84.75996,1.157296
-84.78941,1.1485361
-84.78633,1.1419221
-84.77429,1.1942092
-84.78716,1.1498806
-84.791565,1.1220713
-84.78138,1.1588405
-84.777435,1.1845984
-84.75633,1.1813043
-84.74305,1.1806718
-84.72646,1.1661297
-84.71909,1.2012159
-84.75308,1.1767792
-84.764565,1.1347948
-84.74332,1.1380135
-84.72131,1.1756233
-84.714424,1.2097672
-84.714264,1.2113827
-84.733345,1.1627036
-84.723564,1.1692746
-84.70765,1.1861373
-84.71827,1.1965885
-84.71718,1.195049
-84.70281,1.1893213
-84.7016,1.1738783
-84.69102,1.1898317
-84.69532,1.181807
-84.68826,1.1822511
-84.6972,1.1910082
-84.66749,1.2640175
-84.62464,1.367738
-84.61939,1.3341324
-84.6498,1.236903
-84.67083,1.1867291
-84.67299,1.1942612
-84.64323,1.2351766
-84.60881,1.2875803
-84.616325,1.2576917
-84.6484,1.2040006
-84.66567,1.1972916
-84.67373,1.2473722
-84.65509,1.2471107
-84.62471,1.2709897
-84.64078,1.2492981
-84.666046,1.2441127
-84.67835,1.2315962
-84.673,1.2124492
-84.64183,1.228872
-84.648155,1.2286943
-84.64802,1.2265345
-84.63644,1.2030518
-84.616486,1.2442975
-84.62861,1.2342368
-84.6451,1.2070925
-84.622856,1.2375191
-84.59206,1.2737768
-84.60167,1.2615702
-84.6253,1.2078301
-84.61337,1.2319018
-84.62689,1.2368431
-84.628914,1.2343031
-84.59653,1.2645829
-84.586075,1.2689238
-84.5882,1.250482
-84.57044,1.2415643
-84.58102,1.2182786
-84.58388,1.2145063
-84.5915,1.246849
-84.60416,1.2409796
-84.597435,1.2225982
-84.59644,1.228199
-84.57202,1.2492235
-84.56911,1.2914076
-84.57253,1.2977973
-84.55737,1.3069985
-84.5777,1.2703559
-84.55739,1.2460934
-84.577156,1.2010847
-84.54671,1.2443451
-84.53739,1.315769
-84.54936,1.2707108
-84.54902,1.237717
-84.5675,1.2285578
-84.54924,1.2071812
-84.54995,1.1901987
-84.54521,1.211227
-84.54155,1.2212721
-84.54442,1.262395
-84.51946,1.2817066
-84.52475,1.247953
-84.50036,1.2469249
-84.50327,1.270952
-84.530426,1.2354801
-84.522606,1.2543263
-84.492455,1.3521831
-84.47545,1.375095
-84.496666,1.2713538
-84.49794,1.2634554
-84.48238,1.2844306
-84.50597,1.2640685
-84.49735,1.2661945
-84.4848,1.2695366
-84.50105,1.2630877
-84.48082,1.2798882
-84.47476,1.2476735
-84.49924,1.2479458
-84.50166,1.270768
-84.48416,1.3124094
-84.45265,1.296761
-84.47762,1.2686014
-84.49708,1.2947241
-84.47951,1.2806308
-84.47625,1.229704
-84.477135,1.2506182
-84.46677,1.2782738
-84.47621,1.2480205
-84.48191,1.2298434
-84.49855,1.2426372
-84.48435,1.286501
-84.48395,1.254582
-84.46367,1.29483
-84.44067,1.3784772
-84.451866,1.3197571
-84.45632,1.2806408
-84.45556,1.2794598
-84.43816,1.2796915
-84.41474,1.3141325
-84.42506,1.3026267
-84.41835,1.3270785
-84.414505,1.3531518
-84.42228,1.272834
-84.439026,1.2480944
-84.45114,1.2518272
-84.43824,1.2630314
-84.41774,1.3000405
-84.43155,1.2822667
-84.40599,1.2849529
-84.40164,1.3387115
-84.38538,1.3523504
-84.40584,1.2766598
-84.4173,1.2701883
-84.40733,1.295295
-84.38693,1.3212054
-84.37596,1.3634115
-84.37848,1.4045653
-84.38383,1.4386016
-84.38713,1.3564622
-84.39092,1.2804484
-84.38656,1.2940702
-84.37805,1.3285058
-84.39252,1.2758018
-84.40599,1.2630515
-84.39741,1.2847903
-84.37877,1.3087682
-84.39801,1.2872239
-84.400894,1.2710099
-84.38842,1.2774963
-84.382614,1.2599494
-84.38582,1.2405894
-84.38192,1.2346731
-84.38034,1.243896
-84.38902,1.2581058
-84.37714,1.3056438
-84.36636,1.2917386
-84.36639,1.2660327
-84.38233,1.2568185
-84.35301,1.2920054
-84.32429,1.3280154
-84.32172,1.3645898
-84.31867,1.3851838
-84.31155,1.4006377
-84.29709,1.4256182
-84.30539,1.4756845
-84.28675,1.4382632
-84.30808,1.314633
-84.32636,1.2612915
-84.33856,1.2920129
-84.32287,1.3018945
-84.333626,1.2946616
-84.295364,1.3083453
-84.32403,1.2840451
-84.332,1.3048145
-84.32229,1.3191426
-84.29307,1.3335015
-84.2957,1.3281467
-84.30526,1.316963
-84.29937,1.2718319
-84.30574,1.2743347
-84.31954,1.2795607
-84.317375,1.2641017
-84.30728,1.2764255
-84.283875,1.3009073
-84.28459,1.2879859
-84.287834,1.3198156
-84.284065,1.3412904
-84.27167,1.3595306
-84.272804,1.3389754
-84.2801,1.3062052
-84.29305,1.2877363
-84.273026,1.3134934
-84.25209,1.3606367
-84.24642,1.3613966
-84.24485,1.2976654
-84.2801,1.2739283
-84.260216,1.2886686
-84.24564,1.2892631
-84.26268,1.3077935
-84.25664,1.316
-84.20153,1.341682
-84.18125,1.3869193
-84.19447,1.45569
-84.18263,1.444715
-84.20589,1.3849218
-84.20819,1.343115
-84.22534,1.3325953
-84.22354,1.3137864
-84.24002,1.278409
-84.23665,1.2674005
-84.22154,1.2736374
-84.21205,1.3202887
-84.21577,1.3214923
-84.21599,1.3183304
-84.22083,1.3192862
-84.18221,1.3582911
-84.14266,1.4167601
-84.160065,1.3831547
-84.20555,1.2977339
-84.21388,1.2583594
-84.18114,1.2707697
-84.18397,1.3150258
-84.191795,1.3427138
-84.16977,1.3397062
-84.17197,1.3658018
-84.17126,1.4155707
-84.163574,1.360158
-84.173965,1.3239411
-84.17489,1.3784838
-84.13595,1.3839177
-84.13957,1.3647156
-84.15455,1.3208591
-84.16708,1.3391426
-84.16106,1.3396521
-84.15962,1.3297021
-84.1334,1.3561314
-84.10924,1.3727345
-84.120514,1.3962113
-84.13547,1.3417958
-84.13833,1.357893
-84.11658,1.4287828
-84.117935,1.411074
-84.11807,1.3486329
-84.13438,1.3569416
-84.14107,1.3478208
-84.14298,1.3220792
-84.14841,1.3035616
-84.14233,1.3012254
-84.15346,1.3148835
-84.124,1.3832815
-84.110085,1.3895596
-84.113914,1.350244
-84.118416,1.3489641
-84.09925,1.3888164
-84.10804,1.382043
-84.11504,1.3302293
-84.12398,1.3062522
-84.12976,1.296808
-84.130066,1.3149022
-84.09436,1.348348
-84.0838,1.3807442
-84.077354,1.383277
-84.09375,1.3795817
-84.09145,1.3695459
-84.09349,1.3051062
-84.09867,1.2922297
-84.0899,1.3683212
-84.067055,1.4101043
-84.055176,1.3846015
-84.06491,1.361855
-84.07497,1.3213791
-84.07156,1.3200446
-84.0755,1.3492031
-84.103096,1.2982721
-84.09964,1.2724129
-84.10698,1.2678461
-84.09279,1.2851758
-84.0819,1.3277333
-84.0673,1.3655413
-84.08536,1.316873
-84.09838,1.3019549
-84.116455,1.2802151
-84.12001,1.2558876
-84.07634,1.2771014
-84.073135,1.3174771
-84.07443,1.3052175
-84.07488,1.3288513
-84.05708,1.3400636
-84.04986,1.322554
-84.03505,1.3565423
-84.02111,1.3701506
-84.04873,1.3156568
-84.02978,1.3319393
-84.03356,1.3377789
-84.05847,1.3104066
-84.0609,1.2986478
-84.06522,1.3191125
-84.05642,1.3235202
-84.03062,1.3238004
-84.021576,1.3541692
-84.00056,1.374202
-84.00477,1.3670003
-83.99257,1.3570248
-83.99741,1.3511282
-84.00738,1.346807
-84.020424,1.3188876
-84.03186,1.3074878
-84.028534,1.3255477
-84.02106,1.3310459
-84.02481,1.3060514
-84.023865,1.2786125
-84.02369,1.2764771
-84.03068,1.2899998
-84.05577,1.3155621
-84.011536,1.347296
-83.958145,1.3851074
-83.96957,1.3587021
-84.01609,1.3406552
-83.99588,1.3442585
-83.97837,1.3742533
-84.008705,1.3458979
-84.00534,1.3200438
-84.01537,1.2865227
-84.00857,1.2870584
-83.982864,1.3152013
-83.97706,1.3632531
-83.98828,1.3756577
-84.00297,1.3379294
-83.9908,1.3449652
-83.96316,1.3710759
-83.994316,1.3145351
-83.99921,1.2552099
-84.01946,1.258974
-83.998314,1.2957292
-83.98116,1.3017576
-83.97771,1.299559
-83.97143,1.2676278
-83.9961,1.2373824
-83.97269,1.2930021
-83.97779,1.3441072
-83.996086,1.3144974
-84.01842,1.2846864
-84.004234,1.2494622
-83.993,1.2679697
-83.9806,1.2768309
-83.99464,1.2923099
-83.9971,1.2714672
-83.99104,1.2592838
-83.981514,1.2795762
-83.97176,1.3059012
-83.95917,1.3111185
-83.96208,1.3103832
-83.985695,1.2909102
-84.00026,1.2778037
-84.02222,1.2801529
-84.00745,1.2582046
-83.97816,1.2884173
-83.95918,1.3613495
-83.91976,1.3973376
-83.948944,1.3228132
-83.97295,1.267114
-83.966324,1.2784736
-83.92598,1.3629596
-83.914154,1.4563383
-83.94407,1.411372
-83.94162,1.3201184
-83.93714,1.3344002
-83.939476,1.3569871
-83.97065,1.2866149
-83.966774,1.2754374
-83.93739,1.3507291
-83.96074,1.3343132
-83.97102,1.2864532
-83.96479,1.2723409
-83.97825,1.277165
-83.974236,1.3112478
-83.96953,1.2869759
-83.973274,1.2832013
-83.94292,1.3033087
-83.95643,1.309982
-83.945335,1.3462925
-83.96154,1.2669737
-83.98686,1.2673603
-83.98353,1.2936
-83.968994,1.3051947
-83.96784,1.3004547
-83.97279,1.3184762
-83.965096,1.3136152
-83.9415,1.3234309
-83.95843,1.3101556
-83.95462,1.2928869
-83.98515,1.283125
-83.98631,1.2715938
-83.96452,1.2629602
-83.97239,1.2554961
-83.95841,1.2462312
-83.94736,1.2423823
-83.96716,1.2523414
-83.97187,1.2691834
-83.97465,1.2558022
-83.952095,1.2784196
-83.92054,1.3297579
-83.92932,1.3168151
-83.97475,1.2784492
-83.98022,1.2854099
-83.96705,1.2475398
-83.97248,1.2567436
-83.9646,1.2970632
-83.952385,1.3178176
-83.94435,1.3171778
-83.94343,1.3231164
-83.947556,1.2875321
-83.966774,1.2675588
-83.98813,1.2464243
-83.977806,1.2564874
-83.96019,1.2745166
-83.959694,1.2364821
-83.952896,1.245712
-83.97075,1.2726492
-83.97097,1.2362156
-83.96654,1.2414773
-83.98521,1.2790134
-83.965546,1.2954948
-83.97033,1.2477236
-83.97778,1.2559566
-83.980576,1.2859008
-83.951805,1.3233681
-83.91461,1.3265791
-83.949585,1.3221588
-83.955826,1.3093559
-83.97348,1.2871882
-83.99072,1.2349019
-83.9843,1.1963028
-83.970535,1.2153581
-83.965614,1.2705032
-83.95006,1.304823
-83.9623,1.2657642
-83.968094,1.246365
-83.97014,1.2251341
-83.97847,1.2349079
-83.99291,1.2200301
-83.97783,1.2383733
-83.95261,1.3290286
-83.94064,1.3152289
-83.95355,1.2415128
-83.974976,1.2034521
-83.965614,1.213238
-83.959465,1.2640246
-83.94965,1.3000238
-83.96536,1.3351966
-83.969864,1.2872206
-83.98711,1.2373376
-83.961205,1.2797415
-83.963425,1.3255155
-83.98018,1.2794468
-83.96629,1.243116
-83.99645,1.2535043
-83.989975,1.2249781
-83.978584,1.2326396
-83.98362,1.2702742
-83.98746,1.2328193
-83.967545,1.2309031
-83.95199,1.271973
-83.96673,1.244565
-83.97828,1.2650598
-83.961136,1.2983446
-83.956635,1.2718223
-83.94603,1.2871478
-83.931564,1.2952275
-83.95067,1.315405
-83.97259,1.2762408
-84.00094,1.2234571
-83.98686,1.2350582
-83.984276,1.2468365
-83.9542,1.2656615
-83.96841,1.250424
-83.97705,1.2008599
-83.988594,1.1936731
-83.99521,1.2201691
-83.98653,1.25912
-83.96256,1.2628064
-83.98439,1.2189001
-83.9863,1.2261578
-84.0024,1.259946
-84.00121,1.2409216
-84.017365,1.2068571
-84.04153,1.1498156
-84.030396,1.1614066
-84.00004,1.2280545
-83.99284,1.2515867
-83.979294,1.273247
-83.9844,1.2531357
-83.97081,1.2799672
-83.948425,1.2943977
-83.94666,1.3064884
-83.94515,1.2703663
-83.96577,1.2332393
-83.99814,1.222736
-83.998955,1.2515136
-83.984436,1.26601
-83.9949,1.2188859
-83.99658,1.2012506
-83.99087,1.2133671
-83.99537,1.1822718
-83.976776,1.2008413
-83.976295,1.2299514
-84.000786,1.1812155
-84.01606,1.1483728
-84.00971,1.2024558
-83.98344,1.2462268
-83.97796,1.2359697
-84.001076,1.2228011
-84.01166,1.2091514
-83.99001,1.236125
-83.97161,1.2633485
-83.98096,1.2710187
-83.95937,1.2666063
-83.98788,1.2248892
-84.031334,1.1704347
-84.03013,1.1291806
-84.03702,1.1227925
-84.03093,1.1207131
-84.00091,1.168987
-83.99322,1.2176453
-83.984184,1.2378088
-83.99721,1.2223785
-84.01971,1.1576695
-84.0149,1.1221843
-84.01814,1.1100682
-84.01356,1.119197
-84.00716,1.1409109
-84.016495,1.1503863
-84.00815,1.1833806
-83.99509,1.1858305
-83.98733,1.2211493
-83.98619,1.2561288
-83.99653,1.1992565
-84.00739,1.1658436
-83.99771,1.1639131
-84.01131,1.1735142
-84.0,1.1885363
-84.00728,1.1851664
-83.96831,1.2406055
-83.9406,1.3037072
-83.989876,1.2199717
-84.000946,1.17163
-83.9588,1.2607832
-83.975784,1.2085464
-83.991585,1.1656939
-83.97482,1.176958
-83.996414,1.1526086
-84.01239,1.1360008
-83.98667,1.1644348
